tweetid,text,date,username,userid
2.76E+17, now that #PabloPh's leaving CDO i have the every right to just CHILL on my bed and have a peace of mind #cuddleweather http://t.co/tpaqkxhi, Wed Dec 05 11:56:59 CET 2012, imArielleLu,147559729
2.76E+17, Just landed! Hello Davao! Will be covering typhoon #PabloPH. May God bless us all. (@ Davao Int'l Airport Runway) http://t.co/n6BR8jZY, Wed Dec 05 14:42:53 CET 2012, hadjirieta,64646127
2.76E+17, CATEEL DAVAO ORIENTAL badly needs clothing food bottled water medicines and other basic needs #PabloPH #HelpCateel http://t.co/gjdwyi79, Wed Dec 05 15:01:03 CET 2012, highreaching,10781252
2.76E+17, Mati and Caraga Davao Oriental need help. Food water urgent needs. #PabloPH #ReliefPH @dswdserves @ANCALES @gmanews http://t.co/YQ6x7AlA, Wed Dec 05 15:49:49 CET 2012, highreaching,10781252
2.76E+17, Negros Oriental still without power - NORECO #PabloPH http://t.co/0KOZWBGc, Wed Dec 05 16:05:25 CET 2012, gmanews,39453212
