tweetid,text,date,username,userid
2.76E+17,Weather improving but classes still suspended in parts of Mindanao #PabloPH http://t.co/sEQlQwc1,Wed Dec 05 03:34:19 CET 2012,gmanews,39453212
2.76E+17,@DepEd_PH: Automatic Suspension Guidelines for areas under a storm signal. http://t.co/L5ugxHwH #PabloPH,Wed Dec 05 03:34:52 CET 2012,ABSCBNNews,15872418
2.76E+17,@citizen_sol Thanks for following Ms. Sol! Help us spread the word on our #reliefPH ops for #PabloPH victims by  http://t.co/3s560CPe,Wed Dec 05 03:34:58 CET 2012,rafiorgph,500446253
2.76E+17,[VIDEO] NDRRMC explains disparity between its death count vs. numbers from the ground http://t.co/8EEpuZgm #PabloPH,Wed Dec 05 03:35:18 CET 2012,ANCALERTS,44728980
2.76E+17,�_�_��@gmanews: World's largest crocodile Lolong fine despite Typhoon #PabloPH http://t.co/w2Xef67q�_�_��_ that croc is strong. & cute. Yay!,Wed Dec 05 03:35:20 CET 2012,ninjajangx,46108155
2.76E+17,�_�_��@gmanews: World's largest crocodile Lolong fine despite Typhoon #PabloPH http://t.co/sCItMkHT�_�_��_ - of course. Crocodiles dont drown.,Wed Dec 05 03:35:25 CET 2012,ohitsedgie,262115857
2.76E+17,�_�_��@WorldVisionNews: #Typhoon #Bopha lashes the #Philippines ... http://t.co/Ecqws5CB (@WorldVisionMag)�_�_��_ #PRAY,Wed Dec 05 03:36:15 CET 2012,brianbojo,132564943
2.76E+17,@UNOCHA: #Philippines: preparedness measures undertaken ahead of arrival of Typhoon #Bopha / #Pablo -  http://t.co/EDEWv2QU,Wed Dec 05 03:38:06 CET 2012,UNPhilippines,931067964
2.76E+17,PHOTO: Shaw Memorial Pool in Silliman University suffers a dent after #PabloPh knocks over tree  http://t.co/YhtPXuS2,Wed Dec 05 03:38:13 CET 2012,PinoyWeather,710253006
2.76E+17,Yesterday #PabloPh #typhoon #north #mindanao http://t.co/NTzIP4du,Wed Dec 05 03:38:25 CET 2012,krizianichole,92007689
2.76E+17,#PabloPH death toll rises to 82 �_�_̨ DILG chief Roxas http://t.co/v0KJrh8D,Wed Dec 05 03:40:01 CET 2012,gmanews,39453212
2.76E+17,Philippines @CatholicRelief staff spring into action after Typhoon #Bopha http://t.co/fiIc0cnl. Staff on ground avail. 4 interview. #PabloPH,Wed Dec 05 03:40:20 CET 2012,jenhardy,15688467
2.76E+17,PIA News @PIANewsDeskWeather Update: As of 10am today the eye of Typhoon #PabloPH was located @120km Northeast... http://t.co/VFGNIXPd,Wed Dec 05 03:40:51 CET 2012,Dapple2012,566184777
2.76E+17,During the Typhoon with a super strong air #PabloPH at Cugman. Infront of our house :( http://t.co/7VOllpJx,Wed Dec 05 03:42:41 CET 2012,AppleGrace5,527226239
2.76E+17,PHOTO: Uprooted tree at Rizal Blvd. Dumaguete City after #PabloPH | via YouScooper @ReymanSy http://t.co/C0FlWY03,Wed Dec 05 03:43:02 CET 2012,YouScoopGMA,538843820
2.76E+17,@gmanews: #PabloPH death toll rises to 82 �_�_̨ DILG chief Roxas http://t.co/UDOtBTsC,Wed Dec 05 03:43:40 CET 2012,oscaroida,55731241
2.76E+17,Dahil sa Typhoon #PabloPH. :( @gmanews  dito po sa Cugman CdeO. 9000 http://t.co/VlT6YHgO,Wed Dec 05 03:44:03 CET 2012,AppleGrace5,527226239
2.76E+17,@oscaroida:  @gmanews: #PabloPH death toll rises to 82 �_�_̨ DILG chief Roxas http://t.co/UDOtBTsC,Wed Dec 05 03:44:14 CET 2012,iamjoeyamad,152945277
2.76E+17,This time CDO takes seriously this rare occasion of a; typhoon in Mindanao. http://t.co/NHp74Crs #PabloPH -@PhilstarNews (@Earl1901),Wed Dec 05 03:44:39 CET 2012,Earl1901,79995671
2.76E+17,Hey #PabloPh  look what you've done to our city!Dont you ever come back!! (at Dumaguete) [pic] �_�_̨ http://t.co/m7Ersho8,Wed Dec 05 03:45:33 CET 2012,edmar_jam,198127979
2.76E+17,[ via @dost_pagasa ]At 10:00AM 5/DEC/2012 the eye of Typhoon #PabloPH was located @120km Northeast of Puerto... http://t.co/0DsPGVfs,Wed Dec 05 03:46:01 CET 2012,UNTVweb,32726264
2.76E+17,Sana lang walang epekto sa maynila to. #PabloPH http://t.co/ZyM3cA6m,Wed Dec 05 03:46:27 CET 2012,prankooo,780007412
2.76E+17,@gmanews #PabloPH death toll rises to 82 �_�_̨ DILG chief Roxas http://t.co/yreyQmd3,Wed Dec 05 03:47:31 CET 2012,jomer_js17,629197580
2.76E+17,30.92: 'Bending down to lift up another is a good excersise for the heart.' | #PabloPH victims call out for help http://t.co/PnJ9RkWr #fb,Wed Dec 05 03:47:37 CET 2012,yeserwincan,67226787
2.76E+17,@UNTVweb: [ via @dost_pagasa ]At 10:00AM 5/DEC/2012 the eye of Typhoon #PabloPH was located @120km Northeast of Puerto... http://t ...,Wed Dec 05 03:47:40 CET 2012,iAtrchy,924762218
2.76E+17,Bilang Presidential Sister bumisita ako mula sa mga nasalanta ng Bagyong #PabloPH sa Mindanao. Scary huh ---> http://t.co/wRHLVQgF,Wed Dec 05 03:47:57 CET 2012,Queen_Barubal,293068611
2.76E+17,ANC's #PabloPH YouTube playlist (25 videos so far) http://t.co/poOUzeoQ,Wed Dec 05 03:48:00 CET 2012,ANCALERTS,44728980
2.76E+17,Look what #pabloPh have done ;( @ at home http://t.co/igltkvSi,Wed Dec 05 03:48:16 CET 2012,itsmeRexM,60260668
2.76E+17,@lexischulze: Restos in #Boracay still have windbreakers up until #PabloPH makes its way out of the Visayas region. http://t.co/cNrZaAy8,Wed Dec 05 03:48:17 CET 2012,ABSCBNNews,15872418
2.76E+17," ""@ANCALES: ANC's #PabloPH YouTube playlist (25 videos so far) http://t.co/CqmkljkD""",Wed Dec 05 03:49:46 CET 2012,DeeNaNatuto,28976467
2.76E+17,Because of the Typhoon #PabloPH. at Cugman CdeO. @gmanews ang dating malinis naging messy.. http://t.co/rCX2HNLn,Wed Dec 05 03:50:02 CET 2012,AppleGrace5,527226239
2.76E+17,@TourismPinas: #ReliefPH: How to Help #PabloPH http://t.co/qwiDTeaF,Wed Dec 05 03:50:05 CET 2012,Nadecor,725523619
2.76E+17,@ninaestella12: @cebudailynews Another pic from Boljoon.  -credit to owner http://t.co/KHXRg3tR #SiloyReport #PabloPH,Wed Dec 05 03:50:39 CET 2012,cebudailynews,48284511
2.76E+17,@CugmanPHCdeO from blue water to black one :( #PabloPH http://t.co/WDIL91oN,Wed Dec 05 03:51:01 CET 2012,AppleGrace5,527226239
2.76E+17,Death toll from #PabloPH in Davao Oriental rises to 51 http://t.co/Tc6y4z17 via @ABSCBNNews,Wed Dec 05 03:51:17 CET 2012,JojoMalig,143739132
2.76E+17,@ABSCBNNews: Help for #PabloPH victims: Cashgoods can be dropped at @ABSCBN Sagip Kapamilya warehouse13 ... http://t.co/cLsiJSW5,Wed Dec 05 03:51:35 CET 2012,kazza_marquez,139314264
2.76E+17,@ReliefPHcom: Cebu: relief goods cash donations volunteers #pabloPH - http://t.co/SJ2zYAvd #ReliefPH,Wed Dec 05 03:51:39 CET 2012,terrigirl_md,30046630
2.76E+17,@ReliefPHcom: Davao: donations #pabloPH - http://t.co/LC7eUqy1 #ReliefPH,Wed Dec 05 03:51:52 CET 2012,terrigirl_md,30046630
2.76E+17,@ReliefPHcom: Davao Oriental: immediate needs #pabloPH - http://t.co/ASJBD74a #ReliefPH,Wed Dec 05 03:51:55 CET 2012,terrigirl_md,30046630
2.76E+17,77 dead as #PabloPH weakens http://t.co/w6iqOcEd -@PhilStarNews (@Earl1901),Wed Dec 05 03:52:39 CET 2012,umcphlNewsTeam,949849766
2.76E+17,@gmanews: #PabloPH makes landfall in Palawan | Full story: http://t.co/dWaqezUq // shoot. Take care Palawan. Keep safe.,Wed Dec 05 03:52:54 CET 2012,arenhernandez,14978650
2.76E+17,@cebudailynews:  @ninaestella12: @cebudailynews Another pic from Boljoon.  -credit to owner http://t.co/KHXRg3tR #SiloyReport #PabloPH,Wed Dec 05 03:52:55 CET 2012,MaryLoukee1989,83314815
2.76E+17,@Earl1901: This time CDO takes seriously this rare occasion of a; typhoon in Mindanao. http://t.co/NHp74Crs #PabloPH -@PhilstarNews  ...,Wed Dec 05 03:53:16 CET 2012,umcphlNewsTeam,949849766
2.76E+17,Ascienden a 81 los muertos por el tif�__n #Bopha en Filipinas  http://t.co/PdPhCpeG,Wed Dec 05 03:53:23 CET 2012,LAVOZcomar,8545122
2.76E+17,@ANCALES: [VIDEO] NDRRMC explains disparity between its death count vs. numbers from the ground http://t.co/8EEpuZgm #PabloPH,Wed Dec 05 03:54:23 CET 2012,iEvilDanjur,177486563
2.76E+17,@JojoMalig: Death toll from #PabloPH in Davao Oriental rises to 51 http://t.co/Tc6y4z17 via @ABSCBNNews,Wed Dec 05 03:54:32 CET 2012,mumay_tonton,71201834
2.76E+17,@LAVOZcomar: Ascienden a 81 los muertos por el tif�__n #Bopha en Filipinas  http://t.co/PdPhCpeG,Wed Dec 05 03:55:00 CET 2012,billy_raul,312276173
2.76E+17,So sad :( �_�_��@gmanews: #PabloPH death toll rises to 82 �_�_̨ DILG chief Roxas http://t.co/ecf45HcV�_�_��_,Wed Dec 05 03:55:13 CET 2012,kannemendoza,227199713
2.76E+17,#UGC  @thejhedcabreros: Sun shines skies clear in Iligan City. Evacuees start to go home. #PabloPH http://t.co/Ox0ja1uR,Wed Dec 05 03:56:10 CET 2012,ANCALERTS,44728980
2.76E+17,At least 82 dead in Philippine floods #pabloPH http://t.co/g1i0cmqR,Wed Dec 05 03:56:24 CET 2012,newshound16,56953447
2.76E+17,Google has activated Person Finder for #PabloPH:  https://t.co/eYTAxpf4 | via @aileenapolo #rescuePH,Wed Dec 05 03:56:33 CET 2012,pcdspo,192849591
2.76E+17,#Cebu after Typhoon #PabloPH . There is always HOPE  http://t.co/3DhdlStr,Wed Dec 05 03:57:40 CET 2012,WorldVisionPH,19640749
2.76E+17,Sad. Let's pray for our brothers & sisters in VisMin.  @gmanews: #PabloPH death toll rises to 82 �_�_̨ DILG chief Roxas http://t.co/1Mb6ifG2,Wed Dec 05 03:57:46 CET 2012,supremechino,99397449
2.76E+17,Panoorin ang #PanahonTVExpress ngayong 11AM dito sa @PTVph nationwide para sa latest kay TYPHOON #PabloPH http://t.co/ykalAKsg,Wed Dec 05 03:58:22 CET 2012,PanahonTV,793180483
2.76E+17,http://t.co/sRKB4HRl  please help spread the message to authorities #pabloph,Wed Dec 05 03:58:49 CET 2012,IMeMyselfMari,239189912
2.76E+17,�_�_��@pcdspo: Google has activated Person Finder for #PabloPH:  https://t.co/qwPSH3ki | via @aileenapolo #rescuePH�_�_��_,Wed Dec 05 03:59:30 CET 2012,cocoy,1147491
2.76E+17,Arroyo urges colleagues: Help #PabloPH victims http://t.co/iSTrUDDl,Wed Dec 05 03:59:51 CET 2012,ABSCBNNews,15872418
2.76E+17,@ABSCBNNews: Arroyo urges colleagues: Help #PabloPH victims http://t.co/iSTrUDDl,Wed Dec 05 04:01:24 CET 2012,ARtNmOLD,183932274
2.76E+17,How has #PabloPH affected your town? Send us your photos using #Rappler! We're compiling them here: http://t.co/dM8vAjFI,Wed Dec 05 04:04:12 CET 2012,rapplerdotcom,330826792
2.76E+17,@puchi_puch @sunstarcebu @cebudailynews This is what #PabloPh done to our place. Boljoon Cebu.-ct to the owner http://t.co/cRebfHXO,Wed Dec 05 04:05:24 CET 2012,ninaestella12,399890992
2.76E+17,How has #PabloPH affected your area? Send us your photos using #Rappler! We're compiling them here: http://t.co/dM8vAjFI,Wed Dec 05 04:05:30 CET 2012,rapplerdotcom,330826792
2.76E+17,http://t.co/dOcggUO3 Suns is up at Cebu City. .  #PabloPH and things are back to normal. .,Wed Dec 05 04:05:51 CET 2012,CebuExpat,330315399
2.76E+17,#redcross delegate in Cagayan de Oro Alexander Mikadze available for interviews #Typhoon #Bopha +63 9282277326. http://t.co/WTSOOW9J,Wed Dec 05 04:05:55 CET 2012,Pat_Fuller,118269931
2.76E+17,[Adm-01] DSWD Relief Operation updates. | via @dswdserves #PabloPH #ReliefPHDSWD social workers continuously... http://t.co/xnL55NYi,Wed Dec 05 04:08:44 CET 2012,noynoyaquino,69209858
2.76E+17,Great weather today in #Cebu. #PabloPH #bagyongpablo trolled us! Thank u God! http://t.co/5NS5MKPH,Wed Dec 05 04:09:56 CET 2012,iamchiilatte,152674006
2.76E+17,Signal number 2 kunu...HAHA!! Pro ga biti init ia ee >_< #TyphoonFever #PabloPH http://t.co/o27atHxh,Wed Dec 05 04:10:33 CET 2012,rockingfresh01,64104712
2.76E+17,Photo: Signal number 2 kunu�_�__HAHA!! Pro ga biti init ia ee >_< #TyphoonFever #PabloPH http://t.co/siY9RIox,Wed Dec 05 04:10:50 CET 2012,rockingfresh01,64104712
2.76E+17,Ahem...  @commondreams: 'Super Typhoon' Bopha Shows Climate Change Is Real http://t.co/ElFUSqiO #pabloph #sustainable,Wed Dec 05 04:12:05 CET 2012,Tawn_GW2S,611898287
2.76E+17,Typhoon #Bopha smashes into the #Philippines http://t.co/UfdXz5RV,Wed Dec 05 04:12:35 CET 2012,AIReDaily,117668109
2.76E+17,Help for #PabloPH victims: cash goods can be dropped at ABSCBN sagip kapamilya...: Help for #PabloPH victims: c... http://t.co/KL9kRGFo,Wed Dec 05 04:13:48 CET 2012,TheArlouKier,200076477
2.76E+17,Very good! @jeaN_cuNa  @ABSCBNNews: PAGASA: Inaasahang sa Huwebes ng gabi lalabas si #PabloPH sa Philippine ... http://t.co/NRDB21Df,Wed Dec 05 04:14:21 CET 2012,_joanness,204253961
2.76E+17," ""@ANCALES: #UGC  @thejhedcabreros: Sun shines skies clear in Iligan City. Evacuees start to go home. #PabloPH http://t.co/6FTNTtb8""",Wed Dec 05 04:14:45 CET 2012,carizabanana,187212702
2.76E+17,@ANCALES: Forecast track for #PabloPH  http://t.co/GsaPpgyy,Wed Dec 05 04:14:48 CET 2012,polpolfil,279119803
2.76E+17,VIDEO: PDRRMC: 6 patay sa Davao Oriental dahil sa bagyong #PabloPHhttp://t.co/JUlmhhWZ,Wed Dec 05 04:15:13 CET 2012,SAKSI,39452003
2.76E+17,Patuloy kaming naghahatid ng tulong.Bukas ang aming tanggapan sa mga nais magambag  http://t.co/ox1jVg1F #PabloPH #ReliefPH #TulongKapatid,Wed Dec 05 04:16:05 CET 2012,alagangkapatid,594684530
2.76E+17,@ANCALES: Forecast track for #PabloPH  http://t.co/Avet9jmY,Wed Dec 05 04:17:30 CET 2012,misterlluch,89407779
2.76E+17,77 dead as #PabloPH weakens http://t.co/1IOcOjCd  -@PhilStarNews (@Earl1901) -@umcphlNewsTeam http://t.co/lbOMI3Eb,Wed Dec 05 04:17:42 CET 2012,Earl1901,79995671
2.76E+17,Here's a page created by google to help locate missing people #PabloPH http://t.co/HFelzZJ6,Wed Dec 05 04:17:49 CET 2012,katiefiery,247558319
2.76E+17,@katiefiery: Here's a page created by google to help locate missing people #PabloPH http://t.co/HFelzZJ6,Wed Dec 05 04:18:33 CET 2012,theradical96,78586343
2.76E+17,@ninaestella12: @puchi_puch @sunstarcebu @cebudailynews This is what #PabloPh done to our place. Boljoon Cebu.-ct to the owner http ...,Wed Dec 05 04:18:47 CET 2012,puchi_puch,218153815
2.76E+17,I'm not alarmist...st echoing PAGASA saying #PabloPH is stronger than Sendong. -NDRRMC Usec Ramos via... http://t.co/aoUeALAu,Wed Dec 05 04:19:23 CET 2012,Earl1901,79995671
2.76E+17,Typhoon Pablo Aftermath in https://t.co/aXWhHG6g #PabloPH,Wed Dec 05 04:19:48 CET 2012,wolframworks,517841262
2.76E+17,Another great find  @armarvin: @imogenwall flooding Balulan-CDO 8.467089653N 124.6324920654E http://t.co/VrmF3i2h via @geofeedia #pabloph,Wed Dec 05 04:20:51 CET 2012,geofeedia,538418266
2.76E+17,'Pablo:' 82 dead; 77 missing in ComVal http://t.co/LgyYcNLf #PabloPH #Bopha,Wed Dec 05 04:21:10 CET 2012,rapplerdotcom,330826792
2.76E+17,'Pablo:' 82 dead; 77 missing in ComVal http://t.co/OcUqehkx #PabloPH #Bopha,Wed Dec 05 04:21:10 CET 2012,newsbreak_ph,51030562
2.76E+17,@rapplerdotcom: 'Pablo:' 82 dead; 77 missing in ComVal http://t.co/AaFGx8x5 #PabloPH #Bopha,Wed Dec 05 04:21:22 CET 2012,martsmartinez,162909247
2.76E+17,JUST IN: Latest #PabloPH update from @dost_pagasa http://t.co/FbFucxQh,Wed Dec 05 04:22:24 CET 2012,inquirerdotnet,15448383
2.76E+17,updated - @rapplerdotcom: 'Pablo:' 82 dead; 77 missing in ComVal http://t.co/JgZdlFRt #PabloPH #Bopha,Wed Dec 05 04:22:26 CET 2012,dearscarjames,33187774
2.76E+17,Typhoon Pablo: Storm Signal Warnings check here and be updated http://t.co/KTXxeapH #PabloPH,Wed Dec 05 04:22:55 CET 2012,katiefiery,247558319
2.76E+17,#Typhoon #Bopha cuts a destructive swath across #Mindanao Island killing dozens http://t.co/5qhPsAT7 #Philippines,Wed Dec 05 04:22:57 CET 2012,kishkafka,225618759
2.76E+17,@WorldVisionPH #PabloPH Davao City is back to its busy routine after Pablo's stokes http://t.co/rIP6afxd,Wed Dec 05 04:23:53 CET 2012,ethelveraP,632177237
2.76E+17,@newsbreak_ph: 'Pablo:' 82 dead; 77 missing in ComVal http://t.co/qsekek4D #PabloPH #Bopha,Wed Dec 05 04:24:38 CET 2012,mayenjuico,152941097
2.76E+17,#PABLOPH If you're looking for someone who's missing or have info abt someone who's lost. Google has its PersonFinder http://t.co/7gmlJ3NE,Wed Dec 05 04:26:39 CET 2012,0hMj,29186127
2.76E+17,lazi siquijor... grabbed from a siquijorian  page... #PabloPH #PALnews http://t.co/PH8xVf35,Wed Dec 05 04:26:49 CET 2012,siquijor,33320877
2.76E+17,Pray for the Philippines #pabloph #prayers #bopha http://t.co/S8x673iS,Wed Dec 05 04:27:01 CET 2012,iwantlawrence,56053336
2.76E+17,Pablo makes landfall in Palawan | News | GMA News Online | The Go-To Site for Filipin... http://t.co/FEEcWxAV #pabloph (via @gmanews),Wed Dec 05 04:27:17 CET 2012,hashonomy_gus,316910129
2.76E+17,Omg. Mamilo nasad mi karon. Hahaha. Kapoy kaayo! #PabloPH http://t.co/JpA118zR,Wed Dec 05 04:28:17 CET 2012,nikabebeh,263473338
2.76E+17,@HumanityRoad: #PabloPH #street #details flooded street and shops #loc Monkayo  #pic http://t.co/GnqLAYeh #time 6:05 am #src @iamNYLR ...,Wed Dec 05 04:30:43 CET 2012,kiiitbv,368700798
2.76E+17,@newsbreak_ph: 'Pablo:' 82 dead; 77 missing in ComVal http://t.co/9jqm3tyS #PabloPH #Bopha,Wed Dec 05 04:30:56 CET 2012,larrynuy,272883888
2.76E+17,@ethelveraP: @WorldVisionPH #PabloPH Davao City is back to its busy routine after Pablo's stokes http://t.co/rIP6afxd,Wed Dec 05 04:31:52 CET 2012,WorldVisionPH,19640749
2.76E+17,#Philippines: le typhon #Bopha fait au moins 82 morts http://t.co/bXi20QnL,Wed Dec 05 04:33:23 CET 2012,CanoeNouvelles,55009880
2.76E+17,[ via @dost_pagasa ] At 11:00AM 5/DEC/2012 the eye of Typhoon #PabloPH was located @130km Northeast of Puerto... http://t.co/dn4btwnQ,Wed Dec 05 04:33:37 CET 2012,UNTVweb,32726264
2.76E+17,Aux #Philippines le #typhon #Bopha a fait au moins 82 morts et 21 disparus  http://t.co/ZGwjJsOe via@RFI,Wed Dec 05 04:33:48 CET 2012,marcpaca,17400083
2.76E+17,@UNTVweb: [ via @dost_pagasa ] At 11:00AM 5/DEC/2012 the eye of Typhoon #PabloPH was located @130km Northeast of Puerto... http:// ...,Wed Dec 05 04:34:03 CET 2012,iAtrchy,924762218
2.76E+17,WEATHER UPDATE: Temperatures and conditions for MINDANAO http://t.co/48EO5iwL #PabloPH,Wed Dec 05 04:34:18 CET 2012,PinoyWeather,710253006
2.76E+17," Check out ""Typhoon Pablo Aftermath"" on Vimeo http://t.co/BidaCU1h #pabloPH",Wed Dec 05 04:34:34 CET 2012,wolframworks,517841262
2.76E+17,WEATHER UPDATE: Temperatures and conditions for VISAYAS http://t.co/hNLv5fEZ #PabloPH,Wed Dec 05 04:34:42 CET 2012,PinoyWeather,710253006
2.76E+17,CRS staff responding in 4 separate areas of Mindanao after Typhoon #Bopha #PabloPh. My contact details for media: http://t.co/tmaufNlI,Wed Dec 05 04:35:08 CET 2012,jenhardy,15688467
2.76E+17,UPDATE: Forecast track for #PabloPH http://t.co/7PUw2XPv,Wed Dec 05 04:35:24 CET 2012,PinoyWeather,710253006
2.76E+17,Evacuation centres 'cramped' post #typhoon #Bopha http://t.co/9WKvrygL,Wed Dec 05 04:37:12 CET 2012,WVNZUpdates,157776785
2.76E+17,Evacuation centres 'cramped' post #typhoon #Bopha http://t.co/RVQvTgR7,Wed Dec 05 04:37:13 CET 2012,LauraWVNZ,335688896
2.76E+17,Goodbye #PabloPH ... Love the clear blue sky and white puffy clouds... http://t.co/kHvhERUO,Wed Dec 05 04:37:49 CET 2012,dryavco_,331269672
2.76E+17,#Philippines: le typhon #Bopha fait au moins 82 morts http://t.co/GV46YEWK,Wed Dec 05 04:38:03 CET 2012,6MON2PANAME,75743430
2.76E+17,@PinoyWeather: UPDATE: Forecast track for #PabloPH http://t.co/7PUw2XPv,Wed Dec 05 04:38:56 CET 2012,marlou07,72501971
2.76E+17,@PinoyWeather: WEATHER UPDATE: Temperatures and conditions for VISAYAS http://t.co/hNLv5fEZ #PabloPH,Wed Dec 05 04:39:07 CET 2012,marlou07,72501971
2.76E+17,@PinoyWeather: WEATHER UPDATE: Temperatures and conditions for MINDANAO http://t.co/48EO5iwL #PabloPH,Wed Dec 05 04:39:12 CET 2012,marlou07,72501971
2.76E+17,Heavy duty shoes for heavy duty lapok. #PabloPH #Aftermath http://t.co/3Sejwxm2,Wed Dec 05 04:40:34 CET 2012,LrmnTtsMnl,198036946
2.76E+17,@CanoeNouvelles: #Philippines: le typhon #Bopha fait au moins 82 morts http://t.co/bXi20QnL,Wed Dec 05 04:41:24 CET 2012,fannycharron,133463538
2.76E+17,(UPDATE) Patay sa New Bataan ComVal dahil kay #PabloPH 66 na; state of calamity idineklara http://t.co/2gB2iKFT http://t.co/2Z2N1agx,Wed Dec 05 04:42:09 CET 2012,DZMMTeleRadyo,92174767
2.76E+17,@inquirerdotnet: JUST IN: Latest #PabloPH update from @dost_pagasa http://t.co/FbFucxQh,Wed Dec 05 04:44:12 CET 2012,JaysonNg,15393169
2.76E+17,(UPDATE) 'Pablo' hits northern Palawan slows down http://t.co/9yVr3TKj #PabloPH #Bopha,Wed Dec 05 04:45:27 CET 2012,rapplerdotcom,330826792
2.76E+17,Roundup of pics from Southern Leyte as Typhoon Pablo came and went by @PlanAaia: http://t.co/I14dOUx4 #PabloPH #Bopha,Wed Dec 05 04:45:59 CET 2012,PlanGlobal,59560250
2.76E+17,Maguindanao villages submerged http://t.co/A3mQI7zO #PabloPH #Bopha,Wed Dec 05 04:47:49 CET 2012,rapplerdotcom,330826792
2.76E+17,�_�_��@gmanews: #PabloPH now crossing Palawan. http://t.co/uTEdIe5d | via @nababaha�_�_��_,Wed Dec 05 04:47:56 CET 2012,Iamcarolph,133269481
2.76E+17,�_�_��@rapplerdotcom: Maguindanao villages submerged http://t.co/Kcr9N2VA #PabloPH #Bopha�_�_��_,Wed Dec 05 04:48:11 CET 2012,itsjohncarl,25813017
2.76E+17,Ang baywalk sa Boljoon Cebu. #PabloPh http://t.co/0Mz1SZNf,Wed Dec 05 04:49:34 CET 2012,ninaestella12,399890992
2.76E+17,#PabloPH Update via DZMM TeleRadyoPAGASA: Signal No.1 - Occidental Mindoro kab...: #PabloPH Update via DZMM Te... http://t.co/StXyEI1a,Wed Dec 05 04:49:38 CET 2012,TheArlouKier,200076477
2.76E+17,#PabloPH Update: #PabloPH UpdateTimeline Photos'Pablo' nag-landfall na sa Palawan; bahagyang bumagal at humina ... http://t.co/tngESJdA,Wed Dec 05 04:49:38 CET 2012,TheArlouKier,200076477
2.76E+17,@iamchiilatte: Great weather today in #Cebu. #PabloPH #bagyongpablo trolled us! Thank u God! http://t.co/5NS5MKPH,Wed Dec 05 04:49:43 CET 2012,CebuRetweets,988278974
2.76E+17," How sad naman!  ""@rapplerdotcom: 'Pablo:' 82 dead; 77 missing in ComVal http://t.co/ZfqmPvxu #PabloPH #Bopha�_�_��_",Wed Dec 05 04:51:07 CET 2012,aiee_md,466374000
2.76E+17,54 #Muertos y 60.000 #desplazados por el #tif�__n �_�_��#Bopha�_�_��_ en #Filipinas http://t.co/9Gydtt5I #noticias,Wed Dec 05 04:52:57 CET 2012,SenalDeVida,944579114
2.76E+17,54 #Muertos y 60.000 #desplazados por el #tif�__n �_�_��#Bopha�_�_��_ en #Filipinas http://t.co/s94K9wxh #noticias,Wed Dec 05 04:53:09 CET 2012,SenalDeVida,944579114
2.76E+17,Horrific devastation left behind by Typhoon #Bopha. Horrible devastation left behind by Typhoon Bopha. http://t.co/PNBEb2NH,Wed Dec 05 04:53:22 CET 2012,Aadams90,24335740
2.76E+17,Light rains here at Global City. Nothing compared to #PabloPH. Take photo of sky from your location then tag #PHweather http://t.co/50RaNwdw,Wed Dec 05 04:55:07 CET 2012,camillediola,180418277
2.76E+17,Typhoon BOPHA (201224) is at 10.2N 119.4E with 975hPa and 35m/s on 2012-12-05 03 UTC by JMA http://t.co/8HHZH11R #bopha #TY201224,Wed Dec 05 04:55:40 CET 2012,DigitalTyphoonE,78944955
2.76E+17,@ABSCBNNews: Help for #PabloPH victims: Cashgoods can be dropped at @ABSCBN Sagip Kapamilya (cont) http://t.co/9Harr8ID,Wed Dec 05 04:56:13 CET 2012,dyosang_UBE,150537267
2.76E+17,Ampatuans take advantage: save on body disposal.  @rapplerdotcom Maguindanao villages submerged http://t.co/JuPQMIgy #PabloPH #Bopha,Wed Dec 05 04:56:40 CET 2012,leiron,14730798
2.76E+17,A dog named Sendong and other 'Pablo' images #PabloPH http://t.co/jHmEwxBY,Wed Dec 05 04:57:24 CET 2012,ABSCBNNews,15872418
2.76E+17,(Updated) Philippines typhoon toll rises. #Bopha  http://t.co/EL0BQPPH,Wed Dec 05 04:57:33 CET 2012,EdJoyce,73452506
2.76E+17,@dyosang_UBE:  @ABSCBNNews: Help for #PabloPH victims: Cashgoods can be dropped at @ABSCBN Sagip Kapamilya (cont) http://t.co/9Harr8ID,Wed Dec 05 04:58:41 CET 2012,nayrjade,102847974
2.76E+17,PHOTO: Mga nasirang bahay dahil inanod ito ng lakas ng ulan at hangin dala ni #PabloPH Monkayo Compostela Valley. http://t.co/9kR9CBNo,Wed Dec 05 04:59:20 CET 2012,YouScoopGMA,538843820
2.76E+17,@leiron: Ampatuans take advantage: save on body disposal.  @rapplerdotcom Maguindanao villages submerged http://t.co/JuPQMIgy #Pabl ...,Wed Dec 05 04:59:40 CET 2012,Loverboy__10,18621048
2.76E+17,@rapplerdotcom Eerie skies over Coron Palawan before #PabloPH arrival this morning http://t.co/algNjbeg,Wed Dec 05 05:00:57 CET 2012,Yoyamomi,595046071
2.76E+17,#PabloPH victims call out for help: #RescuePH http://t.co/wjAUC5V4,Wed Dec 05 05:01:18 CET 2012,newsbreak_ph,51030562
2.76E+17,The darkness after 'Pablo' http://t.co/vaPJLH1o Cities towns left without power after #PabloPH #Bopha,Wed Dec 05 05:01:18 CET 2012,newsbreak_ph,51030562
2.76E+17,@PlanAsia: This was about as bad as #PabloPH / #Bopha got for us in Southern Leyte yesterday (video): http://t.co/DdVQOnNm,Wed Dec 05 05:02:06 CET 2012,PlanAustralia,19220330
